Iteration,labels,realization
119,[1.        2.9398305],0
120,[1.        2.8753605],0
121,[1.        2.9159617],0
122,[1.        3.6231277],0
123,[1.        2.8017387],0
124,[1.       2.784111],0
125,[1.        3.4743588],0
126,[1.        3.2737942],0
127,[1.        2.7185106],0
128,[1.        2.9016418],0
129,[1.        2.8840303],0
130,[1.        2.6661835],0
131,[1.        2.8103015],0
132,[1.        2.9876707],0
133,[1.      3.56592],0
134,[ 1.        -0.6181056],0
135,[1.        2.9559076],0
136,[1.        3.2998993],0
137,[1.        2.9611385],0
138,[1.        3.0296946],0
139,[1.        2.7581844],0
140,[1.        1.0007924],0
141,[1.        3.2878914],0
142,[1.        3.0525916],0
143,[1.        3.1962447],0
144,[1.       3.080533],0
145,[1.      2.78862],0
146,[1.        3.3358526],0
147,[1.       2.640982],0
148,[1.        2.9283948],0
149,[1.        3.1154404],0
150,[1.       3.092822],0
151,[1.        1.0010419],0
152,[1.        3.1509938],0
153,[1.        0.9998023],0
154,[1.        3.0323818],0
155,[1.        2.6254256],0
156,[1.       3.200522],0
157,[1.        3.4513223],0
158,[1.        2.7556462],0
159,[1.        2.9242427],0
160,[1.        2.6966786],0
161,[1.        1.0004559],0
162,[ 1.        -0.3721986],0
163,[1.        3.0451725],0
164,[1.        2.8367326],0
165,[1.        3.5978615],0
166,[1.        3.0889916],0
167,[1.        3.0808733],0
168,[1.        3.2328413],0
169,[1.        2.9540725],0
170,[1.        2.9327939],0
171,[1.        2.6478941],0
172,[1.       1.000571],0
173,[1.        2.8736305],0
174,[1.       1.001002],0
175,[1.        2.8515549],0
176,[1.        3.0786147],0
177,[1.        2.5356617],0
178,[1.        2.5711691],0
179,[1.        2.9784904],0
180,[1.        2.8751945],0
181,[1.       3.431164],0
182,[1.        2.7913144],0
183,[1.         0.99972266],0
184,[1.        2.8709316],0
185,[1.        2.7489314],0
186,[1.       2.812899],0
187,[1.       0.998987],0
188,[1.        2.9579902],0
189,[1.        3.0325897],0
190,[1.        3.2016213],0
191,[1.        0.9989225],0
192,[1.        2.9313655],0
193,[1.        2.7851064],0
194,[1.        2.7047942],0
195,[1.        2.5553486],0
196,[1.        3.2825549],0
197,[1.       2.899016],0
198,[1.        3.1226795],0
199,[1.        2.7820582],0
200,[1.        3.0170517],0
201,[1.        1.0008246],0
202,[1.        3.4411314],0
203,[1.       2.593915],0
204,[1.        3.3737824],0
205,[1.        2.7705395],0
206,[1.         0.99948865],0
207,[1.        2.9780352],0
208,[1.        2.8587701],0
209,[1.       2.761349],0
210,[1.        2.8125246],0
211,[1.        3.2331753],0
212,[1.        1.0012945],0
213,[1.        1.0005751],0
214,[1.       3.483243],0
215,[1.        2.7014935],0
216,[1.        2.8972642],0
217,[1.        2.8247612],0
218,[1.       3.077794],0
219,[1.        3.4896297],0
220,[1.        1.0001442],0
221,[1.        2.9877713],0
222,[1.       2.688515],0
223,[ 1.        -0.6604965],0
224,[1.        1.0009384],0
225,[1.        1.0004559],0
226,[1.        3.1266959],0
227,[1.        3.0370715],0
228,[1.        1.0001117],0
229,[1.        3.0380945],0
230,[1.        0.9993533],0
231,[1.        2.9035585],0
232,[1.        3.0880742],0
233,[1.       2.965574],0
234,[1.        2.8473632],0
235,[1.       2.599545],0
236,[1.        2.8409164],0
237,[1.        2.8259413],0
238,[1.        3.1437628],0
239,[1.        2.7052114],0
240,[1.     2.8546],0
241,[1.        2.6570904],0
242,[1.        1.0006026],0
243,[1.        3.1392744],0
244,[1.        3.3649776],0
245,[1.        0.9992907],0
246,[1.        1.0002404],0
247,[1.       1.000786],0
248,[1.        2.8196473],0
249,[1.        3.2101867],0
250,[1.        2.8956573],0
251,[1.         0.99885124],0
252,[1.        1.0001129],0
253,[1.        3.3345292],0
254,[1.       2.932134],0
255,[1.       2.876519],0
256,[1.        3.0177622],0
257,[1.        3.0114925],0
258,[1.       2.719306],0
259,[1.        3.0702848],0
260,[1.        2.5443733],0
261,[1.        1.0005825],0
262,[1.       2.726487],0
263,[1.       2.602193],0
264,[1.        2.4583135],0
265,[1.        2.9457529],0
266,[1.        1.0009897],0
267,[1.       2.760052],0
268,[1.        2.8762395],0
269,[1.        1.0006268],0
270,[1.        1.0002291],0
271,[1.        1.0011829],0
272,[1.        1.0004587],0
273,[1.       3.264105],0
274,[1.       2.600809],0
275,[1.       3.220635],0
276,[1.       2.632631],0
277,[1.        2.9154382],0
278,[1.        3.0587378],0
279,[1.        2.8166833],0
280,[1.        1.0014731],0
281,[1.        3.4973786],0
282,[1.        2.5945282],0
283,[1.        1.0007169],0
284,[ 1.        -0.5941995],0
285,[1.        1.0006377],0
286,[ 1.        -0.9329572],0
287,[1.        3.4649072],0
288,[1.        3.4169912],0
289,[1.        3.0734277],0
290,[1.     2.7955],0
291,[1.       2.731936],0
292,[1.        3.2946134],0
293,[1.        1.0006496],0
294,[1.        2.9318914],0
295,[1.       2.638245],0
296,[1.       2.889019],0
297,[1.        3.1917808],0
298,[1.        2.7747266],0
299,[1.        2.7804987],0
300,[1.       1.000033],0
301,[1.        2.6800392],0
302,[1.        2.2976649],0
303,[1.        3.0132241],0
304,[1.        2.8698473],0
305,[1.       3.297691],0
306,[1.        2.4745433],0
307,[ 1.         -0.15822554],0
308,[ 1.         -0.75635517],0
309,[1.        2.7553399],0
310,[1.        1.0013844],0
311,[1.         0.99950093],0
312,[1.        2.9115012],0
313,[1.        2.8755665],0
314,[1.        2.8924887],0
315,[ 1.       -0.548156],0
316,[1.        2.7071776],0
317,[1.        3.2434106],0
318,[1.       2.913787],0
319,[1.       2.926376],0
320,[1.        2.9370515],0
321,[1.        2.8093114],0
322,[1.        1.0010158],0
323,[ 1.         -0.40668982],0
324,[1.       2.789834],0
325,[1.        3.0294588],0
326,[1.        2.7204893],0
327,[1.        1.0013951],0
328,[1.       1.000546],0
329,[1.       2.735169],0
330,[1.       1.000535],0
331,[1.        3.6571336],0
332,[1.        0.9996635],0
333,[1.        2.6669366],0
334,[1.        1.0003991],0
335,[1.        2.7844136],0
336,[1.        3.2403243],0
337,[1.        2.6385756],0
338,[1.        2.5103805],0
339,[1.       2.766183],0
340,[1.        3.3443885],0
341,[1.        2.6168656],0
342,[1.        1.0013181],0
343,[1.        1.0003976],0
344,[1.         0.99867064],0
345,[1.        1.0012038],0
346,[1.        2.8329108],0
347,[1.        1.0013344],0
348,[1.        3.0507987],0
349,[1.        3.0140355],0
350,[1.        2.9282858],0
351,[ 1.         -0.71563655],0
352,[1.        2.9108393],0
353,[1.        2.9040458],0
354,[1.        2.7599726],0
355,[1.        2.8639495],0
356,[1.        2.9259236],0
357,[1.       3.019384],0
358,[1.        2.9103239],0
359,[1.       1.000296],0
360,[1.        1.0009733],0
361,[1.        2.9730854],0
362,[1.        2.8003953],0
363,[1.        3.3908184],0
364,[1.        3.1435533],0
365,[1.      2.72714],0
366,[1.        3.0400019],0
367,[1.        3.2508035],0
368,[1.         0.99983543],0
369,[1.         0.99912584],0
370,[1.        3.1142151],0
371,[1.        3.2443335],0
372,[1.        2.9455693],0
373,[1.        2.8745236],0
374,[1.        2.7647455],0
375,[1.        3.2296379],0
376,[1.       3.390443],0
377,[ 1.         -0.73524904],0
378,[1.        1.0000994],0
379,[1.        2.9779341],0
380,[1.       3.309243],0
381,[1.        1.0005898],0
382,[1.        2.7880082],0
383,[1.        1.0004839],0
384,[1.       3.048145],0
385,[1.        1.0013409],0
386,[1.        3.0211828],0
387,[1.        2.7697086],0
388,[1.        2.8878741],0
389,[1.        3.0553815],0
390,[1.        2.8748763],0
391,[1.         0.99910766],0
392,[1.       2.884335],0
393,[1.        2.5732763],0
394,[1.       2.952201],0
395,[1.        2.8879907],0
396,[1.       2.898976],0
397,[1.      0.99973],0
398,[1.        2.4602752],0
399,[1.       3.245027],0
400,[1.        1.0002749],0
401,[1.        3.3512077],0
402,[1.        2.9243288],0
403,[1.       2.674647],0
404,[1.       2.838927],0
405,[1.        1.0004642],0
406,[1.       3.041156],0
407,[1.        1.0013689],0
408,[1.       3.108023],0
409,[1.        2.9131625],0
410,[1.         0.99986047],0
411,[1.       3.111708],0
412,[1.       2.965574],0
413,[1.       1.001739],0
414,[1.        3.0599275],0
415,[1.       2.568182],0
416,[1.        2.8445687],0
417,[1.        2.6227996],0
418,[1.       2.840948],0
419,[1.        2.7961245],0
420,[ 1.        -0.6661655],0
421,[1.        2.6475658],0
422,[1.        3.1954048],0
423,[1.        2.7501612],0
424,[1.        2.8293598],0
425,[1.        3.1925557],0
426,[1.        3.2751317],0
427,[1.        2.7855985],0
428,[1.       2.644358],0
429,[1.        3.0022929],0
430,[1.        1.0011272],0
431,[1.        0.9999876],0
432,[1.       2.866595],0
433,[1.        1.0009364],0
434,[1.        3.1666102],0
435,[1.        2.5215867],0
436,[1.        2.8014824],0
437,[1.        2.6407075],0
438,[1.        3.2202673],0
439,[1.         0.99932957],0
440,[1.        1.0014548],0
441,[1.        2.8214812],0
442,[1.        2.9135778],0
443,[1.        2.9992752],0
444,[1.        1.0008847],0
445,[1.       3.021816],0
446,[1.       3.133227],0
447,[1.        2.5681982],0
448,[1.        2.7736607],0
449,[1.      2.90804],0
450,[1.       3.400937],0
451,[1.        2.9687939],0
452,[1.        3.1775894],0
453,[1.        3.0913994],0
454,[1.       2.801619],0
455,[1.        2.8243418],0
456,[1.        3.1854131],0
457,[1.       2.833754],0
458,[1.        0.9991346],0
459,[1.        2.7178378],0
460,[1.        1.0000442],0
461,[1.        3.1380422],0
462,[1.        3.1435952],0
463,[1.        1.0013313],0
464,[1.       2.737797],0
465,[1.        0.9992962],0
466,[1.        2.8817604],0
467,[1.        2.9842658],0
468,[1.        3.2261329],0
469,[1.        2.7457807],0
470,[1.        3.1591015],0
471,[1.        2.8051913],0
472,[1.       3.120339],0
473,[1.        0.9993857],0
474,[1.        3.0662146],0
475,[1.       2.942994],0
476,[1.         0.99904317],0
477,[1.       2.662162],0
478,[1.        2.6855445],0
479,[1.       2.986273],0
480,[1.        2.9001555],0
481,[1.        2.7841544],0
482,[1.        1.0013245],0
483,[1.        2.6095896],0
484,[1.        3.2283738],0
485,[1.        1.0008551],0
486,[1.       2.903216],0
487,[1.        3.1047087],0
488,[1.        0.9989148],0
489,[1.        2.7772758],0
490,[1.         0.99997485],0
491,[1.        3.2569306],0
492,[1.       1.000331],0
493,[1.        2.8241959],0
494,[1.        2.8757894],0
495,[1.        2.9818366],0
496,[1.        2.9824471],0
497,[1.        2.8080301],0
498,[1.        3.0318172],0
499,[1.        3.6370306],0
500,[1.        1.0003227],0
501,[1.        3.1149805],0
502,[1.        3.0555086],0
503,[1.        2.9381027],0
504,[1.        2.8779638],0
505,[1.       3.129684],0
506,[1.        1.0001557],0
507,[1.        2.8511004],0
508,[1.       3.445156],0
509,[1.        2.8795455],0
510,[1.        3.0844731],0
511,[1.        1.0000236],0
512,[1.        1.0016803],0
513,[ 1.         -0.62823784],0
514,[1.       2.867269],0
515,[1.        2.8624012],0
516,[1.        3.0347311],0
517,[1.        2.8235507],0
518,[1.       2.749061],0
519,[1.       3.002918],0
520,[1.        3.4855726],0
521,[1.        1.0001837],0
522,[1.       2.705571],0
523,[1.        1.0002941],0
524,[1.       3.056719],0
525,[1.       3.075587],0
526,[1.       3.462019],0
527,[1.        1.0000112],0
528,[1.       3.330833],0
529,[1.        1.0010409],0
530,[1.        1.0012738],0
531,[1.        3.7018497],0
532,[1.       2.775205],0
533,[1.        3.2465355],0
534,[1.        2.6273258],0
535,[1.        2.8158157],0
536,[1.        1.0003301],0
537,[1.        2.9699726],0
538,[1.        2.9993289],0
539,[1.         0.99943066],0
540,[1.        2.9041073],0
541,[1.        3.1252737],0
542,[1.        2.8714662],0
543,[1.        3.6752224],0
544,[1.        3.0302815],0
545,[1.       1.000125],0
546,[1.        3.4844053],0
547,[1.        3.2546606],0
548,[1.        2.8293598],0
549,[1.        3.6107252],0
550,[1.        2.6783407],0
551,[1.       2.927221],0
552,[1.        2.9724638],0
553,[1.       3.602542],0
554,[1.        3.2055142],0
555,[1.        1.0001354],0
556,[1.        3.0528445],0
557,[1.        3.3509614],0
558,[1.        3.1775424],0
559,[1.        3.2054698],0
560,[1.        0.9991357],0
561,[1.        3.1641939],0
562,[1.        2.9352932],0
563,[1.        1.0001354],0
564,[1.        1.0003754],0
565,[1.        1.0008827],0
566,[1.        1.0002359],0
567,[1.       2.784963],0
568,[1.        1.0004872],0
569,[1.        1.0001088],0
570,[1.        2.8794885],0
571,[1.        3.4312723],0
572,[1.         0.99931973],0
573,[1.        2.6611102],0
574,[1.        1.0012811],0
575,[1.        3.2225132],0
576,[1.        0.9997018],0
577,[1.        2.6551185],0
578,[1.         0.99927056],0
579,[1.        1.0011829],0
580,[1.        2.9083283],0
581,[1.        0.9999181],0
582,[1.       2.720284],0
583,[1.       3.275771],0
584,[1.       2.628903],0
585,[1.        1.0001276],0
586,[1.        2.6556044],0
587,[1.        2.8450298],0
588,[1.       2.936895],0
589,[1.        1.0007358],0
590,[1.        3.2917092],0
591,[1.        2.5830543],0
592,[1.        3.1919267],0
593,[1.        1.0001137],0
594,[1.       3.241066],0
595,[1.       3.000863],0
596,[1.        2.9109013],0
597,[1.        2.9174547],0
598,[1.        2.8585222],0
599,[1.        2.8451333],0
600,[1.        1.0012378],0
601,[1.        2.8300796],0
602,[1.       3.013533],0
603,[1.        1.0003785],0
604,[1.        2.8583796],0
605,[1.        2.5014968],0
606,[1.        3.4369273],0
607,[1.        3.2784617],0
608,[1.       1.000616],0
609,[1.        1.0003699],0
610,[1.        2.8152664],0
611,[1.       3.276027],0
612,[1.       3.549038],0
613,[1.       3.149076],0
614,[1.        2.7667727],0
615,[1.       2.835863],0
616,[1.        3.3812277],0
617,[1.        2.8060794],0
618,[1.      2.50205],0
619,[1.        1.0013942],0
620,[1.        2.8754916],0
621,[1.        0.9990161],0
622,[1.        2.7772331],0
623,[1.        1.0004292],0
624,[1.        3.2222981],0
625,[1.        2.6224556],0
626,[1.       2.900898],0
627,[1.        1.0005385],0
628,[1.        2.7636278],0
629,[1.        3.8725302],0
630,[1.        2.4830396],0
631,[1.        2.8088634],0
632,[1.      2.70893],0
633,[1.        1.0010493],0
634,[1.        0.9995586],0
635,[1.        2.7365823],0
636,[1.        2.6657348],0
637,[1.        2.8090787],0
638,[1.        1.0001109],0
639,[1.        3.1797357],0
640,[1.         0.99970233],0
641,[1.        2.9356275],0
642,[1.        1.0005627],0
643,[1.        2.8684351],0
644,[1.        2.6163893],0
645,[1.        3.3584285],0
646,[1.        2.9635408],0
647,[1.       3.220054],0
648,[1.       2.874318],0
649,[1.        1.0011282],0
650,[1.        2.9195461],0
651,[1.        2.9344285],0
652,[1.       3.184173],0
653,[1.        3.3044255],0
654,[1.        0.9994158],0
655,[1.        2.6583478],0
656,[1.       2.939876],0
657,[1.       1.000096],0
658,[1.        2.7951562],0
659,[1.        2.9885004],0
660,[1.        2.6235273],0
661,[1.        2.9151862],0
662,[1.        1.0009103],0
663,[1.        2.8035898],0
664,[1.       2.693023],0
665,[1.       2.912787],0
666,[1.       2.937119],0
667,[1.       2.865214],0
668,[1.        3.1382427],0
669,[1.        1.0005864],0
670,[1.        1.0007504],0
671,[1.       2.758559],0
672,[1.        2.9114594],0
673,[1.        2.9874368],0
674,[1.        0.9994867],0
675,[1.        2.6563475],0
676,[1.      3.00132],0
677,[1.        1.0010177],0
678,[1.       1.000751],0
679,[1.        2.9966815],0
680,[1.        3.3964074],0
681,[1.        2.5431955],0
682,[1.        1.0007943],0
683,[1.       3.069618],0
684,[1.       2.841677],0
685,[1.        2.8410842],0
686,[1.        2.6684153],0
687,[1.       2.939202],0
688,[1.        1.0010118],0
689,[1.       2.824293],0
690,[1.       0.999993],0
691,[1.        2.7477825],0
692,[1.        3.1902723],0
693,[1.        2.6838965],0
694,[1.       2.691455],0
695,[1.        1.0002118],0
696,[1.        3.1731048],0
697,[1.        1.0002798],0
698,[1.       1.000022],0
699,[1.        3.1143298],0
700,[1.        2.9100132],0
701,[1.        3.7291923],0
702,[1.       3.104375],0
703,[1.        2.9497607],0
704,[1.        1.0004809],0
705,[1.        1.0009092],0
706,[1.        3.3750255],0
707,[1.        2.9492266],0
708,[1.        2.8418963],0
709,[1.        2.8022394],0
710,[1.        2.9883437],0
711,[1.       1.000896],0
712,[1.        1.0007447],0
713,[1.        1.0005519],0
714,[1.        1.0006657],0
715,[1.        3.3980377],0
716,[1.        1.0018451],0
717,[1.       2.995565],0
718,[1.        2.8137434],0
719,[1.        2.9168022],0
720,[1.        3.2077136],0
721,[1.        2.8478456],0
722,[1.        2.8396327],0
723,[1.        1.0008744],0
724,[1.       2.588902],0
725,[1.        2.8222513],0
726,[1.        3.1296036],0
727,[1.      2.72767],0
728,[1.        1.0014296],0
729,[1.        1.0002798],0
730,[1.       3.153792],0
731,[1.        2.7935412],0
732,[1.        2.7588813],0
733,[1.        2.8345165],0
734,[1.        2.7445397],0
735,[1.        2.7250037],0
736,[1.        2.8249376],0
737,[1.        3.1956515],0
738,[1.        2.8230376],0
739,[1.       2.761674],0
740,[1.        1.0001512],0
741,[1.       3.410298],0
742,[1.        2.7797306],0
743,[1.       3.308174],0
744,[1.      3.07135],0
745,[1.       3.285967],0
746,[1.        0.9991405],0
747,[1.        2.6899605],0
748,[1.        2.9619055],0
749,[1.        1.0001014],0
750,[1.        1.0011322],0
751,[1.       3.195306],0
752,[1.        3.1154788],0
753,[1.        3.2838001],0
754,[1.        3.8858113],0
755,[1.        2.9600143],0
756,[1.         0.99932766],0
757,[1.       2.814495],0
758,[1.       3.007124],0
759,[1.        2.7640646],0
760,[1.        3.0345814],0
761,[1.       3.556757],0
762,[1.        2.8896015],0
763,[1.        3.1208456],0
764,[1.        3.8303149],0
765,[1.        2.6083138],0
766,[1.        3.2217603],0
767,[1.       2.890087],0
768,[1.       2.951269],0
769,[1.        1.0007732],0
770,[1.       2.903277],0
771,[1.        2.8657944],0
772,[1.        0.9999891],0
773,[1.        4.0658207],0
774,[1.        1.0014454],0
775,[1.        2.8855429],0
776,[1.        3.0510821],0
777,[1.        2.8037121],0
778,[1.        2.6648276],0
779,[1.        0.9985697],0
780,[1.        2.9134316],0
781,[1.        2.7152545],0
782,[1.        3.3574207],0
783,[1.        3.0468729],0
784,[1.        2.8919992],0
785,[1.        1.0010576],0
786,[1.        2.6340387],0
787,[1.        1.0004936],0
788,[1.       2.995964],0
789,[1.        1.0004559],0
790,[1.        2.7619717],0
791,[1.        3.0672007],0
792,[1.        3.5250685],0
793,[1.        3.2665782],0
794,[1.       0.999566],0
795,[1.        1.0003773],0
796,[1.       3.247993],0
797,[1.        1.0016037],0
798,[1.        3.2277164],0
799,[1.        1.0014257],0
800,[1.        2.8499033],0
801,[1.        3.3998706],0
802,[1.        1.0003793],0
803,[1.        2.8954587],0
804,[1.       2.707364],0
805,[1.       2.901763],0
806,[1.        2.8714294],0
807,[1.       2.893863],0
808,[1.        3.0661159],0
809,[1.        3.1962447],0
810,[1.        2.8179004],0
811,[1.        3.0953305],0
812,[1.        3.0045784],0
813,[1.        2.7914765],0
814,[1.        1.0007974],0
815,[1.        3.3188848],0
816,[1.        2.7253458],0
817,[1.        2.4942176],0
818,[1.        3.3938365],0
819,[1.       2.822155],0
820,[1.        2.8031812],0
821,[1.        2.7523446],0
822,[1.        4.1231484],0
823,[1.        3.1489482],0
824,[1.       2.599712],0
825,[1.        2.9594636],0
826,[1.        2.5650346],0
827,[1.        2.9603703],0
828,[1.       2.923771],0
829,[1.        3.1877582],0
830,[1.        2.7530057],0
831,[1.        1.0006021],0
832,[1.        1.0011923],0
833,[1.        3.2777526],0
834,[1.       3.329608],0
835,[1.        3.4248798],0
836,[1.        3.4226754],0
837,[1.        3.1277304],0
838,[1.        3.0044146],0
839,[1.        2.7581708],0
840,[1.        2.8580964],0
841,[1.        3.1515515],0
842,[1.        3.1996207],0
843,[1.        1.0008487],0
844,[1.        1.0000137],0
845,[1.        3.2296927],0
846,[1.        2.7739828],0
847,[1.        2.9421093],0
848,[1.        2.5744157],0
849,[1.        2.9803867],0
850,[ 1.         -0.69425064],0
851,[1.        2.9061394],0
852,[1.       2.578578],0
853,[1.        2.7327106],0
854,[1.         0.99973977],0
855,[1.        3.2312875],0
856,[1.        1.0004913],0
857,[1.        2.8495052],0
858,[1.       3.385794],0
859,[1.       2.916088],0
860,[1.        1.0005474],0
861,[1.        2.5840638],0
862,[1.        3.0466244],0
863,[1.        2.9408448],0
864,[1.        2.8950253],0
865,[1.        1.0007405],0
866,[1.        3.2492154],0
867,[1.        2.7131498],0
868,[1.       2.980412],0
869,[1.        0.9997926],0
870,[1.        2.8170302],0
871,[1.        3.1645458],0
872,[1.        2.8142295],0
873,[1.        1.0005436],0
874,[1.        2.7373157],0
875,[1.        3.2665162],0
876,[1.        3.0864267],0
877,[1.        3.0874407],0
878,[1.       2.573776],0
879,[1.        3.0900846],0
880,[1.        3.1342423],0
881,[1.        1.0005702],0
882,[1.        1.0006628],0
883,[1.        2.6710734],0
884,[1.        3.0751467],0
885,[1.        2.9002764],0
886,[1.        2.8336709],0
887,[1.        3.0684917],0
888,[1.        2.7937624],0
889,[1.        2.9141195],0
890,[1.        2.7743897],0
891,[1.        2.8860614],0
892,[1.        1.0006859],0
893,[1.        3.1370556],0
894,[1.        2.8603208],0
895,[1.        1.0001422],0
896,[1.       2.947474],0
897,[1.       3.397365],0
898,[1.        3.0016992],0
899,[1.        1.0007904],0
900,[1.        0.9994936],0
901,[1.        3.8768816],0
902,[1.        3.0657864],0
903,[1.        3.1391501],0
904,[1.        1.0016117],0
905,[1.       3.452247],0
906,[1.        2.7128067],0
907,[1.      1.00137],0
908,[1.        2.9440181],0
909,[1.        1.0017381],0
910,[1.        3.1502712],0
911,[1.        3.0582232],0
912,[1.        2.8618083],0
913,[1.        3.0711157],0
914,[1.       1.000649],0
915,[1.        2.7501743],0
916,[1.        2.4671235],0
917,[1.       3.413727],0
918,[1.        2.7775018],0
919,[1.        2.8747833],0
920,[1.        2.4096289],0
921,[1.       1.000298],0
922,[1.        2.8624012],0
923,[1.        2.7693071],0
924,[1.        1.0006781],0
925,[1.       2.953767],0
926,[1.        2.9896977],0
927,[1.        3.9290054],0
928,[1.       1.000687],0
929,[1.        2.8000488],0
930,[1.        1.0001813],0
931,[1.        1.0014064],0
932,[1.        3.1810052],0
933,[1.        3.0478954],0
934,[1.      2.97123],0
935,[1.        1.0000541],0
936,[1.        3.1512082],0
937,[1.        2.9962807],0
938,[1.        3.9745421],0
939,[1.        2.8189003],0
940,[1.        2.8854468],0
941,[1.        2.7351818],0
942,[1.        2.6442497],0
943,[1.        2.9763784],0
944,[1.        3.0329435],0
945,[1.        2.8843157],0
946,[1.        2.5894825],0
947,[1.        2.5847971],0
948,[1.        3.2590437],0
949,[1.        2.8343685],0
950,[1.       3.103931],0
951,[1.        2.8149824],0
952,[1.        2.6468399],0
953,[1.        2.8153276],0
954,[1.        2.8285758],0
955,[1.        3.0847178],0
956,[1.        2.8241796],0
957,[1.        1.0004798],0
958,[1.       3.301009],0
959,[1.       2.805879],0
960,[1.        3.2441602],0
961,[1.        3.0424676],0
962,[1.        2.4747927],0
963,[1.        2.7352324],0
964,[1.       3.344308],0
965,[1.        2.9911366],0
966,[1.        3.0925007],0
967,[1.        0.9991146],0
968,[1.        3.2670133],0
969,[1.        1.0004098],0
970,[1.        1.0008655],0
971,[1.        3.0778623],0
972,[1.        2.9711308],0
973,[1.       2.810705],0
974,[1.        3.0799484],0
975,[1.        2.8188207],0
976,[1.       2.777998],0
977,[1.        2.7548735],0
978,[1.        1.0013388],0
979,[1.       2.673473],0
980,[1.        2.9512923],0
981,[1.        2.6716778],0
982,[1.        1.0005578],0
983,[1.        3.1766582],0
984,[1.        2.9682534],0
985,[1.         0.99930304],0
986,[1.        2.7049909],0
987,[1.        3.2087421],0
988,[1.        3.0406678],0
989,[1.        0.9992956],0
990,[1.        2.7172265],0
991,[1.        2.8098364],0
992,[1.        1.0012145],0
993,[1.       2.728843],0
994,[1.        3.2194135],0
995,[1.        3.2234294],0
996,[1.        2.9133506],0
997,[1.        3.0174494],0
998,[1.        1.0008032],0
999,[1.        2.8837423],0
