Iteration,labels,realization
296,[ 1.       -0.562924],0
297,[ 1.         -0.82215166],0
298,[1.         0.32775933],0
299,[1.         0.99567384],0
300,[1.        1.7544632],0
301,[1.         0.22282158],0
302,[1.       1.479775],0
303,[1.         0.30145985],0
304,[1.         0.22282158],0
305,[ 1.        -0.5140022],0
306,[1.        0.6395449],0
307,[ 1.        -0.6338209],0
308,[ 1.       -0.902421],0
309,[1.        0.9607531],0
310,[ 1.         -0.74322915],0
311,[ 1.        -0.8291076],0
312,[1.         0.03256124],0
313,[1.        0.6018822],0
314,[1.        0.7652523],0
315,[1.         0.01367779],0
316,[1.        1.5003054],0
317,[1.         0.03973388],0
318,[1.        0.8401759],0
319,[1.         0.08910356],0
320,[1.        0.5531673],0
321,[ 1.       -1.372543],0
322,[ 1.        -0.5193146],0
323,[ 1.         -0.45719278],0
324,[1.        1.2613512],0
325,[1.         0.40021762],0
326,[ 1.         -0.11390449],0
327,[1.         0.23172402],0
328,[ 1.        -0.3345796],0
329,[ 1.        -1.0748578],0
330,[ 1.         -0.72117805],0
331,[1.        1.1328826],0
332,[ 1.        -1.2091048],0
333,[1.         0.32263803],0
334,[1.         0.32873315],0
335,[ 1.        -0.6375538],0
336,[ 1.       -1.144517],0
337,[1.        1.5620325],0
338,[ 1.         -0.53406465],0
339,[ 1.        -2.3063977],0
340,[ 1.        -2.3909671],0
341,[ 1.        -0.2514123],0
342,[ 1.        -0.9569983],0
343,[ 1.         -0.00340461],0
344,[1.         0.22266199],0
345,[ 1.       -0.636136],0
346,[1.         0.41603026],0
347,[1.        0.8024851],0
348,[ 1.        -1.3600312],0
349,[ 1.         -0.17440213],0
350,[ 1.         -0.63622963],0
351,[1.        0.6599973],0
352,[ 1.        -1.0734831],0
353,[ 1.        -0.0101989],0
354,[ 1.         -0.60038346],0
355,[ 1.       -1.062675],0
356,[ 1.         -0.43460009],0
357,[ 1.         -0.06637264],0
358,[1.         0.48065025],0
359,[ 1.        -1.0180084],0
360,[ 1.         -0.78311473],0
361,[ 1.         -0.26582113],0
362,[ 1.         -0.94834936],0
363,[1.        1.1276984],0
364,[1.        0.4406595],0
365,[ 1.        -1.7580682],0
366,[1.        1.0944109],0
367,[ 1.         -0.29884934],0
368,[1.        0.2656591],0
369,[ 1.        -1.5830657],0
370,[1.         0.01099304],0
371,[ 1.         -0.22181801],0
372,[ 1.        -0.1578927],0
373,[1.         0.14131469],0
374,[ 1.       -1.455162],0
375,[1.         0.80830294],0
376,[ 1.        -0.6421524],0
377,[1.         0.01055675],0
378,[1.        1.2006023],0
379,[ 1.         -0.20070946],0
380,[1.        0.5383381],0
381,[1.        0.8861098],0
382,[1.         0.25699764],0
383,[1.        0.9039523],0
384,[1.        1.8442962],0
385,[ 1.         -0.19917946],0
386,[ 1.         -0.90820825],0
387,[ 1.        -1.1041272],0
388,[1.        0.7332284],0
389,[ 1.         -0.14872827],0
390,[1.        1.1603929],0
391,[ 1.0000000e+00 -1.8010974e-04],0
392,[1.         0.00102949],0
393,[1.        1.2621394],0
394,[ 1.        -1.2676574],0
395,[1.        0.7177545],0
396,[1.       0.711211],0
397,[ 1.       -1.171212],0
398,[1.         0.17858456],0
399,[ 1.        -0.4002197],0
400,[ 1.        -1.0755855],0
401,[1.         0.37593803],0
402,[1.         0.33694667],0
403,[ 1.        -1.3834791],0
404,[ 1.        -0.6506999],0
405,[1.        0.4862315],0
406,[1.        1.2851398],0
407,[ 1.        -0.5065081],0
408,[ 1.       -1.794432],0
409,[ 1.         -0.16733526],0
410,[1.        2.1828487],0
411,[1.        1.2929995],0
412,[1.        0.2061464],0
413,[1.       1.219947],0
414,[1.        1.7562528],0
415,[1.        2.1117854],0
416,[1.         0.76909363],0
417,[ 1.         -0.15921474],0
418,[ 1.         -0.25898975],0
419,[ 1.         -0.24089079],0
420,[1.        1.1937937],0
421,[ 1.        -1.1242038],0
422,[ 1.         -0.35558954],0
423,[ 1.         -0.05395024],0
424,[1.         0.94566953],0
425,[ 1.        -0.6029231],0
426,[ 1.        -0.5579981],0
427,[1.        1.2631348],0
428,[1.        0.3781045],0
429,[1.        1.1337209],0
430,[ 1.       -1.120004],0
431,[1.        1.4669673],0
432,[ 1.        -1.1977746],0
433,[1.        1.0409443],0
434,[1.        0.7438586],0
435,[1.        0.1021454],0
436,[1.        0.5074159],0
437,[ 1.         -0.16884118],0
438,[1.         0.45207062],0
439,[1.        0.5990445],0
440,[ 1.         -0.19361687],0
441,[ 1.        -1.2077942],0
442,[1.         0.46815455],0
443,[ 1.         -0.14130548],0
444,[ 1.         -0.40769386],0
445,[1.        0.4243301],0
446,[ 1.         -0.69704616],0
447,[1.         0.10842741],0
448,[1.        1.7665343],0
449,[1.        0.7392976],0
450,[1.         0.10105178],0
451,[1.       0.576363],0
452,[1.         0.85668814],0
453,[ 1.        -1.3367624],0
454,[ 1.       -1.067764],0
455,[1.         0.42873216],0
456,[ 1.        -1.0954624],0
457,[ 1.         -0.36506087],0
458,[ 1.         -0.83508694],0
459,[1.        1.0147836],0
460,[ 1.        -1.1592492],0
461,[1.         0.11829352],0
462,[1.        2.1851623],0
463,[1.        0.4262295],0
464,[1.         0.02858457],0
465,[1.         0.19192566],0
466,[1.        0.7075614],0
467,[ 1.        -1.5504135],0
468,[1.         0.64216924],0
469,[ 1.        -0.7018486],0
470,[1.        0.8502555],0
471,[ 1.       -1.408551],0
472,[1.       0.951012],0
473,[ 1.        -1.4158632],0
474,[ 1.         -0.26498264],0
475,[1.        1.1209043],0
476,[1.        1.3045901],0
477,[1.        1.0608233],0
478,[ 1.        -1.5173671],0
479,[1.        0.8622567],0
480,[1.         0.80514246],0
481,[ 1.        -1.2600465],0
482,[1.        1.7785501],0
483,[1.         0.15796638],0
484,[1.        1.0566198],0
485,[ 1.         -0.18095861],0
486,[ 1.        -1.0292338],0
487,[1.        0.5416958],0
488,[ 1.         -0.53522813],0
489,[1.        0.8999903],0
490,[ 1.        -1.0027239],0
491,[ 1.        -0.9730113],0
492,[1.         0.45617506],0
493,[1.        0.6951359],0
494,[ 1.         -0.24187037],0
495,[1.        0.8453062],0
496,[ 1.         -0.28875822],0
497,[ 1.         -0.02113597],0
498,[ 1.       -1.172702],0
499,[1.        0.8365775],0
500,[1.        1.7207255],0
501,[1.        0.0569967],0
502,[ 1.        -0.8581038],0
503,[1.         0.43733224],0
504,[ 1.         -0.00705019],0
505,[1.         0.12456988],0
506,[ 1.        -0.1229314],0
507,[ 1.        -0.9855076],0
508,[ 1.        -0.8263225],0
509,[ 1.        -1.6629885],0
510,[1.         0.31840464],0
511,[ 1.        -1.7645798],0
512,[1.        0.7680425],0
513,[ 1.        -0.6249281],0
514,[ 1.0000000e+00 -2.9186593e-04],0
515,[ 1.        -1.4213064],0
516,[ 1.         -0.75391436],0
517,[ 1.       -1.173898],0
518,[ 1.        -1.2243633],0
519,[ 1.         -0.02434845],0
520,[ 1.        -0.5412621],0
521,[ 1.        -1.8624045],0
522,[ 1.         -0.49069393],0
523,[ 1.        -0.7106488],0
524,[ 1.        -0.9478182],0
525,[ 1.       -0.978885],0
526,[ 1.       -1.045193],0
527,[1.        1.2596781],0
528,[1.         0.12031227],0
529,[1.       1.950463],0
530,[1.       0.675814],0
531,[ 1.         -0.27731213],0
532,[1.        1.4480964],0
533,[1.        2.1880143],0
534,[ 1.        -0.3329421],0
535,[ 1.         -0.54519486],0
536,[1.        1.0917888],0
537,[ 1.        -0.4862928],0
538,[ 1.        -0.6711888],0
539,[ 1.        -1.9781276],0
540,[1.        1.2917101],0
541,[ 1.         -0.91257066],0
542,[ 1.         -0.35592157],0
543,[1.        1.1583775],0
544,[1.        1.7604506],0
545,[1.        0.6319545],0
546,[1.        1.4515258],0
547,[ 1.         -0.49925503],0
548,[ 1.         -0.03038256],0
549,[1.         0.33721614],0
550,[ 1.        -0.3613726],0
551,[ 1.        -1.0277474],0
552,[1.      0.89107],0
553,[ 1.         -0.05233317],0
554,[1.        1.0164021],0
555,[ 1.        -0.8256635],0
556,[ 1.        -0.5078947],0
557,[1.      0.84226],0
558,[ 1.        -0.9353869],0
559,[ 1.         -0.79439574],0
560,[ 1.         -0.14793612],0
561,[1.        1.0226285],0
562,[ 1.         -0.81353104],0
563,[1.        0.4845906],0
564,[1.        0.7407853],0
565,[ 1.        -0.2523663],0
566,[1.        2.5104854],0
567,[ 1.        -1.0615336],0
568,[1.        0.9396765],0
569,[1.        1.4874262],0
570,[ 1.        -0.7120334],0
571,[1.         0.57802874],0
572,[1.         0.11920111],0
573,[1.        0.9322867],0
574,[ 1.         -0.03198916],0
575,[ 1.        -0.8194766],0
576,[ 1.         -0.30884218],0
577,[ 1.         -0.38872573],0
578,[1.         0.16259521],0
579,[ 1.       -1.007145],0
580,[ 1.        -0.7774496],0
581,[ 1.         -0.30543157],0
582,[1.         0.42548385],0
583,[ 1.         -0.16191895],0
584,[1.        1.7950625],0
585,[ 1.        -0.6952856],0
586,[1.        0.9671714],0
587,[1.         0.01388488],0
588,[1.         0.22389384],0
589,[ 1.         -0.70178854],0
590,[ 1.         -0.06557127],0
591,[1.        1.1797438],0
592,[ 1.       -1.070801],0
593,[ 1.         -0.03297218],0
594,[ 1.         -0.13220736],0
595,[1.         0.34674862],0
596,[1.         0.52805954],0
597,[ 1.         -0.19800092],0
598,[ 1.         -0.62098163],0
599,[1.         0.54395014],0
600,[1.         0.43139428],0
601,[1.        0.4607474],0
602,[1.        0.5927297],0
603,[ 1.         -0.36701947],0
604,[1.        0.3879793],0
605,[1.        1.6603235],0
606,[1.         0.14808883],0
607,[ 1.         -0.72393477],0
608,[1.        0.5425555],0
609,[ 1.        -1.1889981],0
610,[ 1.         -0.60736537],0
611,[1.        2.5815284],0
612,[ 1.         -0.15093483],0
613,[1.       1.779139],0
614,[ 1.        -0.8791029],0
615,[ 1.         -0.19982171],0
616,[1.         0.85000885],0
617,[ 1.        -0.0690876],0
618,[ 1.        -0.5880741],0
619,[ 1.        -0.0956319],0
620,[ 1.        -0.4177723],0
621,[ 1.        -0.8555115],0
622,[1.         0.13837324],0
623,[1.         0.05415628],0
624,[ 1.        -2.2310834],0
625,[ 1.         -0.26203218],0
626,[1.         0.07079366],0
627,[1.         0.09084551],0
628,[1.         0.40982637],0
629,[1.         0.30872452],0
630,[1.        0.1653591],0
631,[1.       1.914325],0
632,[1.       1.085608],0
633,[ 1.        -1.8478277],0
634,[ 1.         -0.34241414],0
635,[1.        0.5656534],0
636,[1.        1.8362828],0
637,[ 1.         -0.78363585],0
638,[ 1.       -0.470021],0
639,[ 1.         -0.01515542],0
640,[ 1.        -1.0322652],0
641,[ 1.         -0.95770156],0
642,[1.        2.3699548],0
643,[1.         0.25574055],0
644,[1.         0.21144448],0
645,[1.        0.5771143],0
646,[ 1.        -1.1338887],0
647,[1.         0.84611887],0
648,[1.         0.36176544],0
649,[ 1.        -0.8963568],0
650,[1.         0.93920785],0
651,[1.        0.8521645],0
652,[1.        1.3873945],0
653,[ 1.         -0.18018988],0
654,[1.        0.8069773],0
655,[1.        1.2365013],0
656,[1.        1.0117234],0
657,[1.       0.978508],0
658,[ 1.        -0.8545998],0
659,[ 1.        -1.1142687],0
660,[ 1.        -1.3764594],0
661,[1.         0.16456063],0
662,[1.       0.260338],0
663,[1.        0.5521843],0
664,[ 1.        -0.8617358],0
665,[ 1.        -2.2419274],0
666,[1.         0.19383682],0
667,[ 1.       -0.668908],0
668,[ 1.         -0.35746855],0
669,[1.        0.6516165],0
670,[ 1.        -1.8158866],0
671,[ 1.        -1.2730815],0
672,[ 1.         -0.12086835],0
673,[1.        1.1169084],0
674,[ 1.         -0.01024821],0
675,[ 1.        -0.4517624],0
676,[1.        2.3997345],0
677,[ 1.        -1.1820148],0
678,[ 1.         -0.42427596],0
679,[1.        1.1363258],0
680,[ 1.        -0.3853554],0
681,[1.         0.16880557],0
682,[ 1.        -0.5564726],0
683,[ 1.        -0.5977594],0
684,[1.        0.9099366],0
685,[1.        1.0912392],0
686,[ 1.         -0.60287726],0
687,[1.         0.33717754],0
688,[1.         0.42424145],0
689,[1.        1.0019044],0
690,[ 1.         -0.67021626],0
691,[ 1.       -0.344991],0
692,[1.         0.72473943],0
693,[ 1.         -0.20595917],0
694,[1.         0.26098508],0
695,[1.         0.16491078],0
696,[1.        0.7805635],0
697,[1.        0.6401012],0
698,[1.       2.086255],0
699,[ 1.         -0.07341254],0
700,[1.        0.2452259],0
701,[1.         0.42020184],0
702,[1.       0.640618],0
703,[1.        1.0034935],0
704,[ 1.        -0.5505912],0
705,[ 1.         -0.10688033],0
706,[ 1.        -0.0011653],0
707,[1.        0.2722505],0
708,[1.        0.5992236],0
709,[ 1.        -0.5294002],0
710,[1.        0.6836131],0
711,[ 1.        -0.4735342],0
712,[1.         0.51124007],0
713,[1.        1.6358591],0
714,[1.        1.3597702],0
715,[ 1.000000e+00 -9.800332e-04],0
716,[ 1.         -0.64510274],0
717,[1.        1.4775823],0
718,[1.       0.731453],0
719,[1.         0.09818842],0
720,[ 1.         -0.09449247],0
721,[ 1.        -0.1136305],0
722,[ 1.        -0.8417844],0
723,[ 1.         -0.63740295],0
724,[ 1.       -2.166856],0
725,[ 1.        -1.9041837],0
726,[ 1.        -0.8936732],0
727,[ 1.         -0.37573072],0
728,[ 1.       -0.326838],0
729,[ 1.         -0.10557164],0
730,[ 1.         -0.85169566],0
731,[ 1.       -1.504825],0
732,[ 1.         -0.35016462],0
733,[ 1.         -0.84281075],0
734,[1.         0.16658184],0
735,[ 1.        -1.2188386],0
736,[1.         0.47955745],0
737,[1.        1.0188615],0
738,[1.      1.06683],0
739,[1.        0.8223371],0
740,[ 1.        -1.1056058],0
741,[ 1.         -0.59339505],0
742,[1.        1.5109296],0
743,[1.        1.0782186],0
744,[1.         0.61237985],0
745,[1.         0.13833822],0
746,[1.        1.0162839],0
747,[1.         0.55397224],0
748,[ 1.         -0.47307098],0
749,[ 1.         -0.94221646],0
750,[1.        1.4458238],0
751,[1.         0.84024864],0
752,[1.        1.6840038],0
753,[1.        0.5186648],0
754,[1.        1.5041435],0
755,[ 1.         -0.48699114],0
756,[ 1.        -1.1045905],0
757,[1.         0.53695875],0
758,[ 1.        -0.6278739],0
759,[1.         0.51979077],0
760,[1.      1.67759],0
761,[1.        0.6184679],0
762,[ 1.         -0.18612288],0
763,[ 1.        -0.7913822],0
764,[1.       0.071743],0
765,[ 1.         -0.36673954],0
766,[1.        1.0825868],0
767,[ 1.        -1.3404377],0
768,[1.         0.88323957],0
769,[1.        0.7218031],0
770,[1.         0.33586332],0
771,[1.         0.55656284],0
772,[ 1.       -2.804344],0
773,[ 1.      -0.55669],0
774,[ 1.         -0.51889026],0
775,[ 1.        -0.8000834],0
776,[1.        0.8946976],0
777,[1.        2.3252952],0
778,[ 1.         -0.75785637],0
779,[ 1.        -1.8394474],0
780,[ 1.        -0.6810903],0
781,[ 1.         -0.72106445],0
782,[ 1.        -0.6378856],0
783,[ 1.        -1.9173516],0
784,[ 1.         -0.06808482],0
785,[1.       0.891836],0
786,[1.        1.0802253],0
787,[ 1.        -2.3642921],0
788,[1.        0.7781935],0
789,[1.        0.0328647],0
790,[ 1.        -0.5795378],0
791,[1.        1.8462492],0
792,[1.        1.6063873],0
793,[ 1.         -0.30092475],0
794,[ 1.         -0.58738506],0
795,[ 1.         -0.83985984],0
796,[ 1.        -1.4074029],0
797,[ 1.        -0.7692384],0
798,[ 1.        -1.4380386],0
799,[ 1.        -1.3003125],0
800,[1.        1.0568956],0
801,[ 1.        -1.2282898],0
802,[ 1.         -0.82543284],0
803,[1.         0.11230446],0
804,[1.         0.37577093],0
805,[ 1.         -0.33272165],0
806,[1.        0.6834852],0
807,[ 1.        -0.7546571],0
808,[ 1.         -0.09353173],0
809,[ 1.         -0.03842124],0
810,[1.       0.480333],0
811,[1.         0.74234426],0
812,[1.         0.10624069],0
813,[1.         0.04057333],0
814,[1.        0.6219118],0
815,[1.         0.40509033],0
816,[ 1.        -1.8739107],0
817,[ 1.         -0.08397213],0
818,[1.         0.47292578],0
819,[ 1.        -0.7113602],0
820,[1.         0.88444376],0
821,[ 1.        -2.0192623],0
822,[ 1.        -1.5118241],0
823,[1.        1.3583225],0
824,[1.        0.8588124],0
825,[ 1.        -1.6246588],0
826,[ 1.        -0.6389839],0
827,[1.        1.0799329],0
828,[ 1.        -0.6697327],0
829,[1.         0.20211476],0
830,[1.         0.10099141],0
831,[ 1.         -0.00902361],0
832,[1.         0.11991889],0
833,[1.         0.02382971],0
834,[1.         0.21462621],0
835,[1.         0.25796047],0
836,[ 1.        -0.9691205],0
837,[1.         0.43169242],0
838,[ 1.        -1.1408054],0
839,[1.         0.40335232],0
840,[1.         0.11874189],0
841,[1.        0.6280495],0
842,[ 1.         -0.06227581],0
843,[ 1.        -1.1709529],0
844,[ 1.        -1.7824938],0
845,[1.        0.5453032],0
846,[1.        1.5637635],0
847,[1.       1.452753],0
848,[ 1.        -0.6736552],0
849,[ 1.        -1.0462191],0
850,[ 1.       -1.195524],0
851,[ 1.        -0.7189386],0
852,[ 1.       -2.265358],0
853,[ 1.        -0.5017857],0
854,[ 1.        -0.8947946],0
855,[ 1.        -0.5357416],0
856,[ 1.         -0.22295558],0
857,[1.        0.6172697],0
858,[ 1.       -1.756491],0
859,[ 1.         -0.99520385],0
860,[ 1.         -0.45567426],0
861,[1.         0.69014627],0
862,[ 1.        -1.3408376],0
863,[ 1.         -0.42778122],0
864,[ 1.       -0.610554],0
865,[ 1.        -0.6419708],0
866,[1.         0.29908386],0
867,[1.         0.87272465],0
868,[ 1.         -0.11782274],0
869,[1.         0.75703174],0
870,[ 1.         -0.05300314],0
871,[1.         0.44122398],0
872,[1.        0.0097541],0
873,[ 1.        -1.9200857],0
874,[1.         0.70337826],0
875,[1.         0.51923877],0
876,[1.         0.40169784],0
877,[ 1.         -0.04378768],0
878,[ 1.        -0.3642302],0
879,[1.        0.3966307],0
880,[1.         0.11916108],0
881,[1.      1.29525],0
882,[1.        0.9044529],0
883,[ 1.         -0.41920802],0
884,[1.         0.33274043],0
885,[1.         0.79355264],0
886,[ 1.         -0.28146192],0
887,[1.         0.02030643],0
888,[ 1.        -2.0388277],0
889,[1.         0.76408905],0
890,[1.        0.2913083],0
891,[ 1.        -1.7051328],0
892,[ 1.         -0.16159412],0
893,[ 1.         -0.81242156],0
894,[1.        0.7754095],0
895,[1.        2.3836992],0
896,[1.         0.88021845],0
897,[1.         0.41153777],0
898,[ 1.         -0.91503173],0
899,[ 1.        -0.9923054],0
900,[ 1.         -0.24325114],0
901,[ 1.         -0.44960386],0
